"age","sex","sex_orient","sex_orient_4_TEXT","gender","gender_4_TEXT","race","poly_identity","rel_status","num_partners","num_partners_3_TEXT","jealousy_proneness_1","jealousy_intensity_1","idealAmbitionBlue","idealAttractBlue","idealIntelBlue","idealSexyBlue","idealKindBlue","idealStatusBlue","idealWealthBlue","idealAmbitionOrange","idealAttractOrange","idealIntelOrange","idealSexyOrange","idealKindOrange","idealStatusOrange","idealWealthOrange","orange_gender","orange_gender._4_TEXT","blue_gender","self_ambition1","self_ambition2","self_intel1","self_intel2","self_kind1","self_kind2","self_attract1","self_attract2","self_finance1","self_finance2","self_sexy1","self_sexy2","self_status1","self_status2","entered_poly","openness_poly","monog_attn","poly_attn","actual_a_ambition1","actual_a_ambition2","actual_a_intel1","actual_a_intel2","actual_a_kind1","actual_a_kind2","actual_a_attract1","actual_a_attract2","actual_a_finance1","actual_a_finance2","actual_a_sexy1","actual_a_sexy2","actual_a_status1","actual_a_status2","actual_a_age","actual_a_gender","actual_a_gender._4_TEXT","actual_b_ambition1","actual_b_ambition2","actual_b_intel1","actual_b_intel2","actual_b_kind1","actual_b_kind2","actual_b_attract1","actual_b_attract2","actual_b_finance1","actual_b_finance2","actual_b_sexy1","actual_b_sexy2","actual_b_status1","actual_b_status2","actual_b_age","actual_b_gender","actual_b_gender._4_TEXT","actual_ambition1","actual_ambition2","actual_intel1","actual_intel2","actual_kind1","actual_kind2","actual_attract1","actual_attract2","actual_finance1","actual_finance2","actual_sexy1","actual_sexy2","actual_status1","actual_status2","actual_partner_age","actual_gender","actual_gender_4_TEXT","textQuality","monog_attn_dup","poly_attn_dup","PIN","self_ambition","self_intel","self_kind","self_attract","self_finance","self_sexy","self_status","actual_a_ambition","actual_a_intel","actual_a_kind","actual_a_attract","actual_a_finance","actual_a_sexy","actual_a_status","actual_b_ambition","actual_b_intel","actual_b_kind","actual_b_attract","actual_b_finance","actual_b_sexy","actual_b_status","actual_ambition","actual_intel","actual_kind","actual_attract","actual_finance","actual_sexy","actual_status","group"
51,0,1,"",1,"",6,0,5,1,"",3,4,1,2,1,1,3,2,3,8,8,8,10,10,3,10,2,"",2,10,10,9,10,9,10,7,5,5,8,7,6,9,9,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,7,7,7,9,8,10,7,5,7,6,10,5,5,34,2,"",0,FALSE,NA,"251",10,9.5,9.5,6,6.5,6.5,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,7,8.5,8.5,6,8,5,"partnered_monog"
64,1,1,"",2,"",6,0,2,1,"",4,6,5,6,5,5,7,2,5,5,7,5,7,7,3,1,1,"",1,5,5,6,7,4,7,4,7,8,5,7,5,5,5,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,5,5,5,7,7,6,6,4,4,5,3,5,5,65,1,"",0,FALSE,NA,"125",5,6.5,5.5,5.5,6.5,6,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,5,7,6,4,4,5,"partnered_monog"
64,0,1,"",1,"",6,0,5,1,"",3,5,0,10,5,10,5,0,5,0,10,5,10,5,0,5,2,"",2,1,4,5,5,5,5,5,1,5,2,5,4,2,3,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,6,5,5,4,5,6,5,4,5,6,5,5,5,35,2,"",0,FALSE,NA,"74",2.5,5,5,3,3.5,4.5,2.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.5,5,4.5,5.5,4.5,5.5,5,"partnered_monog"
35,1,1,"",2,"",6,0,2,1,"",1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,1,"",1,5,4,5,5,5,5,8,6,0,1,5,10,4,5,2,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,7,8,7,9,10,3,3,5,7,5,4,3,4,37,1,"",0,FALSE,NA,"138",4.5,5,5,7,0.5,7.5,4.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.5,7.5,9.5,3,6,4.5,3.5,"partnered_monog"
64,1,1,"",2,"",6,0,2,1,"",4,7,2,6,5,5,6,5,4,6,6,5,5,6,5,4,1,"",1,8,7,7,9,4,8,5,5,9,6,5,7,8,6,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,8,9,7,10,9,8,7,9,9,8,5,9,9,58,1,"",0,FALSE,NA,"51",7.5,8,6,5,7.5,6,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9,8,9.5,7.5,9,6.5,9,"partnered_monog"
32,1,1,"",2,"",6,0,4,1,"",5,5,6,10,10,8,10,7,10,9,0,0,0,0,0,0,1,"",2,9,9,8,10,10,7,9,7,5,6,3,4,9,9,2,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,5,9,8,9,9,10,6,5,8,10,10,10,10,31,1,"",0,FALSE,NA,"255",9,9,8.5,8,5.5,3.5,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.5,8.5,9,8,6.5,10,10,"partnered_monog"
20,1,1,"",2,"",6,0,1,NA,"",NA,NA,5,8,6,3,8,3,3,5,8,6,3,8,2,2,1,"",1,3,3,5,5,5,6,6,2,4,5,2,4,5,3,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",0,FALSE,NA,"283",3,5,5.5,4,4.5,3,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"single_monog"
34,0,2,"",1,"",6,0,5,1,"",3,2,5,6,7,3,8,4,3,4,6,7,4,7,3,3,1,"",1,5,3,8,8,8,8,7,7,3,5,8,5,4,3,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,7,7,7,8,9,5,5,7,7,4,7,9,7,34,1,"",0,FALSE,NA,"26",4,8,8,7,4,6.5,3.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,7,8.5,5,7,5.5,8,"partnered_monog"
38,0,1,"",1,"",6,0,2,1,"",1,1,3,6,6,6,6,3,5,3,6,6,6,6,2,6,2,"",2,3,4,7,7,9,5,9,5,9,6,2,2,5,5,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,4,7,5,7,6,6,5,10,9,5,4,8,7,36,2,"",0,FALSE,NA,"222",3.5,7,7,7,7.5,2,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.5,6,6.5,5.5,9.5,4.5,7.5,"partnered_monog"
39,0,1,"",1,"",3,0,2,1,"",3,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,2,"",2,10,10,8,8,8,9,9,8,5,5,10,8,7,7,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,10,10,10,7,7,10,8,6,10,10,10,9,10,37,2,"",0,FALSE,NA,"114",10,8,8.5,8.5,5,9,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,10,7,9,8,10,9.5,"partnered_monog"
39,0,1,"",1,"",6,0,2,1,"",3,6,4,6,6,5,5,4,4,5,7,7,5,5,4,3,2,"",2,6,5,6,5,6,8,5,5,4,6,6,7,5,5,2,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,6,5,5,5,5,5,5,5,6,5,7,5,5,49,2,"",0,FALSE,NA,"220",5.5,5.5,7,5,5,6.5,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.5,5,5,5,5.5,6,5,"partnered_monog"
24,0,4,"asexual",1,"",3,0,1,NA,"",NA,NA,5,5,7,4,6,3,4,2,7,7,5,7,1,7,1,"",1,4,4,8,8,7,5,5,6,5,5,5,1,7,5,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",0,FALSE,NA,"134",4,8,6,5.5,5,3,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"single_monog"
30,0,1,"",1,"",6,0,2,1,"",5,7,3,6,5,6,6,3,5,5,5,5,6,6,4,5,2,"",1,5,4,7,7,5,6,6,4,6,5,7,6,7,7,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,7,6,6,7,4,5,5,4,6,6,5,5,5,36,2,"",0,FALSE,NA,"247",4.5,7,5.5,5,5.5,6.5,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,6,5.5,5,5,5.5,5,"partnered_monog"
60,1,1,"",2,"",6,1,5,2,"",2,2,3,7,9,8,7,1,1,1,7,8,8,7,1,2,1,"",1,6,5,7,7,6,6,6,6,8,6,6,5,6,6,NA,NA,NA,NA,8,6,9,8,8,7,7,8,8,6,5,5,8,7,60,1,"",6,6,7,6,6,7,7,7,6,6,8,8,6,6,54,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",0,NA,FALSE,"245",5.5,7,6,6,7,5.5,6,7,8.5,7.5,7.5,7,5,7.5,6,6.5,6.5,7,6,8,6,NA,NA,NA,NA,NA,NA,NA,"multi_poly"
36,0,1,"",1,"",6,0,2,1,"",2,3,5,5,5,5,5,5,5,5,5,5,5,5,5,5,2,"",2,7,8,8,9,8,8,8,8,8,8,9,6,6,7,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,8,9,8,10,10,9,8,9,8,9,8,9,9,33,2,"",0,FALSE,NA,"77",7.5,8.5,8,8,8,7.5,6.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,8.5,10,8.5,8.5,8.5,9,"partnered_monog"
66,0,1,"",1,"",6,0,2,1,"",1,6,8,5,6,5,6,5,6,5,5,5,5,6,1,2,2,"",2,5,5,6,7,7,8,5,5,5,5,5,6,6,5,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,4,5,6,7,5,5,4,5,5,8,4,5,5,62,2,"",0,FALSE,NA,"59",5,6.5,7.5,5,5,5.5,5.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.5,5.5,6,4.5,5,6,5,"partnered_monog"
19,0,1,"",1,"",2,0,1,NA,"",NA,NA,5,2,6,5,4,9,8,7,4,4,2,10,3,1,2,"",1,5,1,2,7,7,10,2,7,8,3,2,8,5,6,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",0,FALSE,NA,"259",3,4.5,8.5,4.5,5.5,5,5.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"single_monog"
37,1,1,"",2,"",6,0,2,1,"",2,3,2,10,3,6,10,1,2,2,10,3,6,10,3,2,1,"",1,5,5,7,7,6,6,5,4,6,6,5,8,5,5,2,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,7,6,6,6,7,7,6,6,7,5,2,6,6,37,1,"",0,FALSE,NA,"21",5,7,6,4.5,6,6.5,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.5,6,6.5,6.5,6.5,3.5,6,"partnered_monog"
33,1,1,"",2,"",6,0,5,1,"",1,3,2,9,4,8,7,2,1,5,9,6,3,7,2,5,1,"",1,5,4,7,8,5,7,6,7,7,5,6,6,6,6,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,7,7,8,8,8,9,9,4,4,8,7,6,5,31,1,"",0,FALSE,NA,"38",4.5,7.5,6,6.5,6,6,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.5,7.5,8,9,4,7.5,5.5,"partnered_monog"
51,1,3,"",2,"",1,0,2,1,"",2,3,0,2,5,6,7,3,5,8,8,8,5,7,3,3,2,"",1,8,7,7,7,7,7,5,5,7,7,5,5,6,5,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,7,7,7,6,7,7,6,6,6,6,5,6,6,50,1,"",0,FALSE,NA,"243",7.5,7,7,5,7,5,5.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,7,6.5,6.5,6,5.5,6,"partnered_monog"
33,1,1,"",2,"",6,0,5,1,"",3,3,2,5,7,7,9,5,4,7,2,7,4,7,4,0,1,"",2,6,5,5,5,6,8,5,5,3,5,5,7,6,6,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,6,5,5,6,7,7,6,5,6,6,7,6,6,30,1,"",0,FALSE,NA,"129",5.5,5,7,5,4,6,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,5,6.5,6.5,5.5,6.5,6,"partnered_monog"
34,1,1,"",2,"",2,0,5,1,"",2,3,5,5,10,2,4,5,4,6,5,4,5,3,5,7,1,"",1,9,8,7,7,9,8,5,4,4,5,4,6,5,7,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,5,5,3,7,3,7,8,2,2,9,9,7,7,25,1,"",0,FALSE,NA,"123",8.5,7,8.5,4.5,4.5,5,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,4,5,7.5,2,9,7,"partnered_monog"
21,0,1,"",1,"",6,0,5,1,"",NA,5,8,6,10,8,7,6,4,4,3,2,4,3,3,2,1,"",2,3,5,5,4,7,5,5,2,0,5,9,9,5,5,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,9,9,8,9,10,10,10,0,9,10,9,8,5,26,2,"",0,FALSE,NA,"140",4,4.5,6,3.5,2.5,9,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9.5,8.5,9.5,10,4.5,9.5,6.5,"partnered_monog"
34,1,1,"",2,"",3,0,1,NA,"",NA,NA,3,6,7,8,7,7,7,7,4,3,3,3,1,4,1,"",1,5,5,8,6,6,6,6,3,6,5,5,4,6,5,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",0,FALSE,FALSE,"249",5,7,6,4.5,5.5,4.5,5.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"single_monog"
37,1,1,"",2,"",6,0,2,1,"",1,2,4,7,5,5,7,2,5,4,7,5,5,7,2,5,1,"",1,4,2,9,7,7,8,6,4,6,5,5,10,8,8,2,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,8,6,6,8,7,7,7,8,7,6,6,8,7,34,1,"",0,FALSE,NA,"248",3,8,7.5,5,5.5,7.5,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.5,6,7.5,7,7.5,6,7.5,"partnered_monog"
22,1,1,"",2,"",NA,0,5,1,"",5,6,2,10,2,10,7,1,3,4,8,3,10,6,0,4,1,"",1,6,6,8,8,9,7,8,6,3,6,7,7,8,7,2,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,5,5,3,6,4,7,5,6,6,5,7,3,3,24,1,"",0,FALSE,NA,"183",6,8,8,7,4.5,7,7.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,4,5,6,6,6,3,"partnered_monog"
47,1,1,"",2,"",6,0,2,1,"",3,6,5,6,7,6,7,1,1,5,7,8,7,8,1,1,1,"",1,6,5,6,6,5,7,5,3,3,0,5,7,2,3,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,8,8,8,5,7,5,6,7,8,6,6,8,7,45,1,"",0,FALSE,NA,"19",5.5,6,6,4,1.5,6,2.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,8,6,5.5,7.5,6,7.5,"partnered_monog"
34,1,1,"",2,"",6,0,1,NA,"",NA,NA,0,10,5,10,10,0,0,0,10,5,10,10,0,0,1,"",1,6,7,4,6,6,7,6,8,6,5,5,7,5,6,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",0,FALSE,FALSE,"118",6.5,5,6.5,7,5.5,6,5.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"single_monog"
35,1,1,"",2,"",6,0,5,1,"",2,2,3,6,3,7,4,2,3,7,7,7,7,6,3,5,1,"",1,7,6,6,7,7,9,7,9,6,6,7,7,7,7,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,7,7,6,9,7,8,7,8,8,6,5,7,7,33,1,"",0,FALSE,NA,"209",6.5,6.5,8,8,6,7,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,6.5,8,7.5,8,5.5,7,"partnered_monog"
32,1,1,"",2,"",6,0,1,NA,"",NA,NA,6,2,3,9,5,7,8,3,6,2,2,2,10,5,1,"",1,5,0,2,5,5,5,5,5,5,5,5,5,5,5,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",0,FALSE,NA,"139",2.5,3.5,5,5,5,5,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"single_monog"
70,1,2,"",2,"",6,0,2,1,"",1,1,3,5,4,7,9,8,8,2,2,3,3,5,6,5,2,"",2,9,9,8,5,5,7,6,7,10,9,9,9,8,7,2,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,3,9,10,7,7,8,7,10,9,5,8,8,5,68,2,"",0,FALSE,NA,"18",9,6.5,6,6.5,9.5,9,7.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.5,9.5,7,7.5,9.5,6.5,6.5,"partnered_monog"
49,1,1,"",2,"",6,0,1,NA,"",NA,NA,3,7,10,7,10,0,0,7,6,10,3,7,0,0,1,"",1,8,6,7,8,7,8,5,4,7,8,5,8,7,6,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",0,FALSE,NA,"215",7,7.5,7.5,4.5,7.5,6.5,6.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"single_monog"
38,0,3,"",1,"",6,0,5,1,"",3,5,5,2,9,8,10,0,0,6,4,8,8,10,0,0,1,"",1,4,4,6,6,5,5,3,2,3,3,5,7,5,5,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,5,8,7,5,7,7,5,6,6,7,4,8,8,40,2,"",0,NA,FALSE,"98",4,6,5,2.5,3,6,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,7.5,6,6,6,5.5,8,"partnered_monog"
24,0,3,"",1,"",6,0,1,NA,"",NA,NA,0,0,0,6,6,5,6,6,8,7,5,6,8,7,2,"",2,8,7,7,8,9,7,7,6,5,7,7,8,8,5,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",0,FALSE,NA,"45",7.5,7.5,8,6.5,6,7.5,6.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"single_monog"
22,0,3,"",1,"",6,0,1,NA,"",NA,NA,5,6,8,6,6,6,8,2,8,3,3,1,3,5,2,"",2,5,5,7,6,7,5,6,6,8,5,5,5,4,5,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",0,FALSE,NA,"287",5,6.5,6,6,6.5,5,4.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"single_monog"
24,0,3,"",1,"",6,0,5,1,"",2,3,2,9,1,9,6,3,4,0,4,4,6,9,4,9,2,"",2,3,1,8,7,8,8,9,8,9,7,6,5,5,4,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,5,7,7,9,9,10,7,5,8,8,10,9,9,24,2,"",0,FALSE,NA,"52",2,7.5,8,8.5,8,5.5,4.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,7,9,8.5,6.5,9,9,"partnered_monog"
20,1,1,"",2,"",NA,0,1,NA,"",NA,NA,4,8,6,8,7,4,6,5,3,2,4,4,5,4,1,"",1,5,5,8,8,3,5,5,4,5,5,5,8,3,2,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",0,FALSE,NA,"189",5,8,4,4.5,5,6.5,2.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"single_monog"
