StartDate,EndDate,Status,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,DistributionChannel,UserLanguage,age,sex,sex_orient,sex_orient_4_TEXT,gender,gender_3_TEXT,race,poly_identity,rel_status,num_partners,num_partners_3_TEXT,jealousy_proneness_1,jealousy_intensity_1,bud_allo_1,bud_allo_2,bud_allo_3,bud_allo_4,bud_allo_5,bud_allo_6,bud_allo_7,bud_allo_8,bud_allo_9,bud_allo_10,bud_allo_11,bud_allo_12,bud_allo_13,bud_allo_14,attncheck9,orange_gender ,orange_gender _3_TEXT,blue_gender,blue_gender_3_TEXT,self_ambition1,self_ambition2 ,attn_check8,self_intel1,self_intel2,self_kind1 ,self_kind2 ,self_attract1,self_attract2 ,self_finance1 ,self_finance2,self_sexy1 ,self_sexy2,self_status1 ,self_status2 ,entered_poly,openness_poly,fin_invest,time_invest,emot_close,roles_blue ,roles_orange,monog_attn,poly_attn,actual_a_ambition1,actual_a_ambition2,attn_check10,actual_a_intel1,actual_a_intel2,actual_a_kind1,actual_a_kind2,actual_a_attract1,actual_a_attract2,actual_a_finance1,actual_a_finance2,actual_a_sexy1,actual_a_sexy2,actual_a_status1,actual_a_status2,actual_a_age,actual_a_gender ,actual_a_gender _4_TEXT,actual_b_ambition1,actual_b_ambition2 ,actual_b_intel1,actual_b_intel2 ,actual_b_kind1 ,actual_b_kind2 ,actual_b_attract1,actual_b_attract2,actual_b_finance1,actual_b_finance2 ,actual_b_sexy1 ,actual_b_sexy2 ,actual_b_status1 ,actual_b_status2 ,actual_b_age ,actual_b_gender ,actual_b_gender _4_TEXT,actual_ambition1,actual_ambition2 ,actual_intel1,actual_intel2 ,actual_kind1,actual_kind2,actual_attract1,actual_attract2,actual_finance1,actual_finance2,actual_sexy1,actual_sexy2,actual_status1,attn_check10,actual_status2 ,actual_partner_age ,actual_gender,actual_gender_4_TEXT,textQuality
3/11/23 6:35,3/11/23 6:39,0,100,226,1,3/11/23 6:39,R_330VYy8TWf20FXC,,,,,anonymous,EN,21,0,1,,0,,6,0,5,1,,2,2,1,1,1,3,7,3,9,6,5,7,9,8,2,8,9,1,,1,,8,8,8,10,11,11,11,6,6,6,6,6,6,9,8,2,1,4,4,4,"1,3",2,To get all the traits they want in someone,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,10,7,9,9,9,10,10,6,9,9,9,7,10,6,20,2,,0
3/11/23 6:23,3/11/23 6:39,0,100,989,1,3/11/23 6:39,R_3CZPb17wEzjaw61,,,,,anonymous,EN,48,0,1,,0,,6,0,2,1,,5,7,1,7,4,8,8,2,5,5,5,5,5,5,5,5,9,1,,1,,6,7,8,7,6,7,8,7,5,3,7,3,4,8,6,2,1,4,2,2,"1,3,4,5,10","1,2,4,10",Because all needs are not met by one partner ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,9,6,6,7,6,9,11,3,8,6,6,11,10,11,45,2,,0
3/11/23 6:28,3/11/23 6:39,0,100,699,1,3/11/23 6:40,R_2t677zIgtpj0ksC,,,,,anonymous,EN,49,0,1,,0,,1,0,1,,,,,5,5,5,5,5,5,5,5,5,5,5,5,5,5,9,1,,1,,4,4,8,8,8,6,9,5,6,2,4,6,4,6,6,2,1,4,4,3,"1,2,4,5,9,10","1,2,4,5,9,10","wants more support from someone else besides current relationship, lack of companionship and can't be satisfied with one relationship",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
3/11/23 6:32,3/11/23 6:40,0,100,472,1,3/11/23 6:40,R_2dLTFpo11ToLcVA,,,,,anonymous,EN,36,1,3,,1,,6,0,1,,,,,1,9,10,2,8,2,6,2,10,10,1,5,2,2,9,0,,0,,5,4,8,9,9,6,6,7,7,5,7,5,5,5,5,2,2,4,4,2,"1,2,3,6,9,10","1,2,6,10",Because they don’t have enough stress in their lives already? ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
3/11/23 6:35,3/11/23 6:42,0,100,433,1,3/11/23 6:42,R_1nZaL41eLKIgAgw,,,,,anonymous,EN,19,1,1,,1,,6,0,5,1,,3,6,3,9,6,5,7,0,7,3,8,5,4,6,0,7,9,0,,0,,7,7,8,9,9,7,7,7,6,4,6,9,9,7,8,2,2,4,3,3,"1,2,3","1,2,3,10",Not wanting to lose someone they were already dating,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,8,6,6,9,11,11,9,4,5,10,9,7,10,6,18,1,,0
3/11/23 6:25,3/11/23 6:44,0,100,1120,1,3/11/23 6:44,R_DLSOYjvLV8vFELn,,,,,anonymous,EN,62,0,1,,0,,6,0,1,,,,,0,0,9,1,10,0,10,0,0,10,10,10,0,10,9,1,,1,,8,8,8,6,6,8,11,6,5,6,6,6,2,9,6,2,1,4,4,3,"2,3,4,5,10","1,2,3,4,5,10",Needs different points of view.  A broader sense of support.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
3/11/23 6:36,3/11/23 6:47,0,100,627,1,3/11/23 6:47,R_4NhNhCGZj8nPNrr,,,,,anonymous,EN,31,1,1,,1,,6,0,1,,,,,0,4,5,5,10,1,0,5,4,5,5,10,6,10,9,0,,0,,6,1,8,7,11,11,11,7,6,1,11,11,6,7,6,2,3,4,4,1,"1,2,4,6,10","1,3,4,5,9,10",To have more of relationship.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
3/11/23 6:39,3/11/23 6:49,0,100,569,1,3/11/23 6:49,R_2VItXbLuKqkVbgB,,,,,anonymous,EN,40,0,1,,0,,6,0,1,,,,,3,3,4,4,4,4,5,5,9,8,9,6,3,3,1,1,,1,,11,11,4,9,11,6,10,9,9,6,11,11,9,6,9,2,1,4,7,3,10,6,Because they need variety ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
3/11/23 6:39,3/11/23 6:49,0,100,627,1,3/11/23 6:49,R_2rMm9f3EewqJijS,,,,,anonymous,EN,22,1,1,,1,,6,0,1,,,,,0,10,8,10,8,1,2,1,10,2,6,7,1,4,9,0,,0,,8,7,8,3,3,3,7,3,3,4,5,2,11,2,2,2,2,4,4,3,1,2,I think someone would enter if they had a chance. I don't think this kind of relationship is normal or something that is planned. I think this kind of relationship just kind of happens randomly.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
3/11/23 6:48,3/11/23 6:53,0,100,313,1,3/11/23 6:53,R_3O1fge5ayRDeCV6,,,,,anonymous,EN,41,1,1,,1,,6,0,1,,,,,3,7,5,5,6,3,3,2,8,7,7,7,4,3,9,0,,0,,6,4,8,8,8,6,8,7,7,3,3,6,7,5,6,2,2,4,4,3,"1,2,3,4,5,9,10","1,2,3,4,5,9,10",Because they feel like can love and connect with more than one person at a time,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
3/11/23 6:44,3/11/23 6:55,0,100,669,1,3/11/23 6:55,R_10AuncobOHwCZtI,,,,,anonymous,EN,37,0,1,,0,,6,0,5,1,,2,4,8,5,8,4,7,6,9,0,9,0,9,4,1,0,9,1,,1,,6,6,8,8,8,8,9,8,7,4,6,8,8,7,6,2,1,1,3,2,"3,5,9","1,4,10",If they weren't getting something from one person that they could be getting from another partner,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,7,4,6,8,6,8,9,3,5,8,7,6,0,6,53,2,,0
3/11/23 6:48,3/11/23 6:55,0,100,427,1,3/11/23 6:55,R_3NO2AWh4x3zaJoo,,,,,anonymous,EN,57,1,1,,1,,6,0,2,1,,2,2,2,7,5,7,6,4,4,2,7,5,7,6,4,4,9,0,,0,,7,7,8,8,8,8,6,5,5,8,8,4,7,7,6,2,1,4,4,3,"1,2,4,10","1,2,4,10",I can't completely understand that decision or even know if it is a decision or something innate. If I had to make a guess I'd say they have a need to be validated by more than one person. Or they just re looking for more in a relationship than 1 person can satisfy.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,5,6,6,7,6,6,3,6,7,4,4,6,10,6,54,1,,0
3/11/23 6:47,3/11/23 6:56,0,100,560,1,3/11/23 6:56,R_1IhJDEmcps8tUmH,,,,,anonymous,EN,56,0,1,,0,,6,0,1,,,,,2,1,10,8,9,2,2,3,2,9,8,9,2,3,9,1,,1,,6,5,8,9,10,9,10,6,8,7,6,10,9,9,8,2,3,4,4,3,"1,2,4,10","1,2,4,10",because they felt that one partner wasn't enough for them,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
3/11/23 6:45,3/11/23 6:57,0,100,740,1,3/11/23 6:57,R_ZsGK8N2hwipRrkl,,,,,anonymous,EN,29,0,1,,0,,3,0,2,1,,2,4,7,5,7,6,7,0,7,4,4,4,6,3,0,10,9,1,,1,,9,8,8,8,8,6,5,6,6,6,5,8,9,9,7,2,2,4,4,3,"1,2,3,4,5,6,9","1,3,4",Maybe someone has a low sex desire and they need to find someone else. All parties agree.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,7,8,8,11,11,6,6,8,6,4,4,11,10,11,33,2,,0
3/11/23 6:50,3/11/23 6:58,0,100,496,1,3/11/23 6:58,R_2zi44vNOzKD5Ac8,,,,,anonymous,EN,50,0,1,,0,,6,0,2,2,,4,5,4,6,5,6,6,3,3,6,6,5,6,6,3,5,9,1,,1,,8,8,8,8,8,7,9,7,8,8,8,7,8,7,7,,,2,3,3,"1,2,4,10","1,2,4,10",,Sexual dysfunction issues with my spouse.,6,6,11,7,8,9,9,6,4,8,7,7,9,7,7,66,2,,9,8,8,7,9,9,8,8,6,8,9,8,6,6,57,2,,,,,,,,,,,,,,,,,,,,0
3/11/23 6:17,3/11/23 6:58,0,100,2478,1,3/11/23 6:58,R_1CxabCdJF06ZjKE,,,,,anonymous,EN,44,1,1,,1,,6,0,2,1,,1,5,2,5,7,6,7,1,6,3,5,7,7,7,1,6,9,0,,0,,3,4,8,9,9,6,6,7,5,8,7,5,10,7,6,2,5,4,4,3,"1,2,3,4,5,10","1,2,3,4,5,9,10",They have more love to give,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,3,6,6,4,5,4,4,4,4,2,1,4,0,7,46,1,,0
3/11/23 6:46,3/11/23 6:59,0,100,768,1,3/11/23 6:59,R_1jcvTkZSYaYzSMG,,,,,anonymous,EN,34,0,1,,0,,6,0,2,1,,2,6,5,5,5,5,5,5,5,5,5,5,5,5,5,5,9,1,,1,,7,7,8,8,7,6,7,6,6,7,7,6,6,6,6,2,2,4,4,3,"1,2,3,4,5,6,9,10","1,2,3,4,5,6,9,10",They want to,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,5,7,6,6,6,6,6,6,6,7,7,7,10,6,39,2,,0
3/11/23 6:49,3/11/23 6:59,0,100,614,1,3/11/23 6:59,R_10BGrUXMaMp6rGm,,,,,anonymous,EN,36,1,1,,1,,6,0,2,1,,2,3,6,8,6,7,6,3,4,5,6,5,4,4,4,2,9,0,,0,,8,7,8,7,7,8,8,6,7,7,7,6,8,9,6,2,5,4,4,3,"1,2,3,5,9","1,2,3,6,10",They are accepting of its lifestyle and open to the idea of having multiple partners ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,11,11,11,11,11,11,11,11,8,11,10,11,10,11,37,1,,0
3/11/23 6:51,3/11/23 7:00,0,100,548,1,3/11/23 7:00,R_3lreQpUPGV6BjGn,,,,,anonymous,EN,38,0,1,,0,,6,0,1,,,,,10,0,10,0,0,10,10,0,10,0,10,10,0,0,9,1,,1,,7,6,8,9,9,11,9,6,3,2,3,6,11,6,6,2,1,5,3,3,"1,4,10","3,5,9","Being able to cheat, and get away with it. ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
3/11/23 6:50,3/11/23 7:00,0,100,605,1,3/11/23 7:00,R_24p9Avqg8hEvS5V,,,,,anonymous,EN,38,1,1,,1,,3,0,5,1,,3,3,5,6,5,9,7,1,3,5,6,4,9,7,1,2,9,0,,0,,9,9,8,9,9,5,11,7,6,11,11,9,9,8,8,2,3,4,3,2,2,4,because they want to have sex with two people at once,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,6,7,6,7,7,9,8,7,8,10,11,7,10,7,32,1,,0
3/11/23 6:45,3/11/23 7:01,0,100,929,1,3/11/23 7:01,R_3KNRsvWd6m1O468,,,,,anonymous,EN,41,0,1,,0,,2,0,1,,,,,5,6,7,6,10,2,5,5,4,6,5,5,0,4,9,1,,1,,11,8,8,8,7,11,10,8,7,6,10,8,10,7,7,2,1,5,4,3,"4,5,10","1,2,4,5,9,10",They like companionship without the commitment,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
3/11/23 6:52,3/11/23 7:01,0,100,515,1,3/11/23 7:01,R_10BeP2s1iA41B6V,,,,,anonymous,EN,37,0,1,,0,,"2,6",0,2,1,,1,5,1,3,4,3,9,4,6,4,6,8,4,8,4,6,9,1,,0,,3,3,8,8,8,5,9,9,2,6,5,3,2,6,5,2,1,5,5,2,"2,4,6,9,10","1,2,4,10","to have options, different people to lean on for different reasons, who is reciprocal in their needs",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,7,7,6,4,4,9,5,10,9,7,3,9,10,7,42,2,,0
3/11/23 6:47,3/11/23 7:01,0,100,853,1,3/11/23 7:01,R_2rVhK7A2kEtlhqV,,,,,anonymous,EN,50,0,1,,0,,6,0,1,,,,,10,10,3,10,1,1,1,10,1,1,10,1,10,1,1,1,,1,,7,6,4,5,5,10,7,9,9,4,5,10,3,8,8,1,,5,2,1,"1,2,4,10","1,3,5",Needs more than 1 person can provide,I fell in love with 2 different men on accident ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
3/11/23 6:51,3/11/23 7:01,0,100,589,1,3/11/23 7:01,R_Zkme7cNL9lrLO5H,,,,,anonymous,EN,33,0,1,,0,,1,0,2,1,,3,4,4,3,4,6,6,4,6,6,5,6,4,6,5,5,9,1,,1,,5,6,8,8,6,10,9,6,6,5,5,7,8,8,8,2,2,5,6,4,"4,9,10","1,2,3,4,5,6,9,10",To give their love. To share their love. ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,9,6,8,7,7,8,7,8,8,8,7,7,10,7,34,2,,0
3/11/23 6:58,3/11/23 7:02,0,100,290,1,3/11/23 7:02,R_3rJ7FSreZk6VxHT,,,,,anonymous,EN,33,1,1,,1,,6,0,2,1,,2,2,2,7,7,5,7,1,1,4,7,8,5,8,2,6,9,0,,0,,5,5,8,8,8,4,5,6,7,8,8,4,6,6,5,2,1,7,7,3,4,"1,2,3,6,9,10",They would enter into a polyamorous relationship because they have no self esteem and low morals.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,4,7,8,7,7,8,8,8,7,5,4,5,10,5,32,1,,0
3/11/23 6:56,3/11/23 7:04,0,100,458,1,3/11/23 7:04,R_BDhA8iwnCTuK6bL,,,,,anonymous,EN,31,1,1,,1,,6,0,2,1,,4,5,3,8,5,7,0,4,0,8,4,9,3,5,5,9,9,0,,0,,6,8,8,7,8,8,9,8,6,7,7,6,9,7,7,2,2,3,4,2,"1,10","2,3,4,5",When people want different things in relationship but want to still remain together. ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,8,9,9,6,5,6,6,8,7,5,3,8,10,7,31,1,,0
3/11/23 6:57,3/11/23 7:04,0,100,402,1,3/11/23 7:04,R_1gCIWW26bE9jnRM,,,,,anonymous,EN,43,1,1,,1,,6,0,1,,,,,1,10,2,9,5,1,2,7,8,7,7,0,2,9,9,0,,0,,6,6,8,7,7,7,10,6,5,6,6,6,6,7,6,2,5,6,5,3,"1,2,4,6,10","1,2,3,4,5,6,9,10",The sex could probably be fantastic. It would provide variety. It could be nice to have more people close to you.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
3/11/23 6:57,3/11/23 7:06,0,100,527,1,3/11/23 7:06,R_3PizbrMNAH2gazj,,,,,anonymous,EN,28,0,1,,0,,3,0,2,1,,3,6,6,6,6,5,5,5,6,5,5,5,5,5,2,4,9,1,,1,,8,8,8,9,8,8,9,9,8,9,9,9,8,9,8,2,2,3,5,4,"1,2,4,6","1,3,5,10",High sex drive. Not being satisfied emotionally by one partner. ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,10,10,10,10,9,10,8,9,10,9,9,10,10,10,33,2,,0
3/11/23 6:55,3/11/23 7:06,0,100,688,1,3/11/23 7:06,R_2yszX7N1yq31IMs,,,,,anonymous,EN,43,0,3,,0,,6,0,2,1,,2,6,4,5,8,5,7,3,5,5,8,6,8,2,3,1,9,1,,1,,7,6,8,9,9,4,6,7,6,5,7,7,9,8,8,2,4,2,2,1,"2,5,6,9","1,10",To have their needs met fully. It's difficult to find someone who checks off all the boxes of what people look for in a partner. I think polyamory is a way to have balance and fulfillment. It also keeps things interesting.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,6,7,10,9,6,9,8,6,8,9,9,8,10,8,46,2,,0
3/11/23 6:53,3/11/23 7:06,0,100,817,1,3/11/23 7:06,R_W2wSQtJml7qHGpz,,,,,anonymous,EN,29,1,1,,1,,"1,6",0,1,,,,,4,7,10,5,5,2,3,3,7,10,5,5,2,2,9,0,,0,,6,5,8,10,11,7,8,6,6,1,3,4,6,7,5,2,3,4,1,3,"1,2,4,9","1,2,4,9",Because they want to. Or because different partners bring different things to the table and instead of assuming that one partner can be there everything they can distribute what they're looking for among several.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
3/11/23 6:52,3/11/23 7:06,0,100,856,1,3/11/23 7:06,R_323c7z7o8PpUqID,,,,,anonymous,EN,27,0,1,,0,,6,0,1,,,,,6,4,5,9,5,3,4,6,4,5,4,4,3,8,9,1,,1,,10,9,8,9,9,7,9,6,8,6,11,7,4,8,7,2,2,4,2,2,"1,2,4,5,9,10","2,3,4,10","Probably to explore their romantic relationship prospects, or out of curiosity. I would hope most people enter polyamorous relationships voluntarily instead of being coerced by one of their partners.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
3/11/23 7:00,3/11/23 7:07,0,100,402,1,3/11/23 7:07,R_3lywF7lVUh6GLNp,,,,,anonymous,EN,25,1,1,,1,,1,0,5,1,,1,1,5,7,7,5,7,5,5,2,7,7,7,4,1,1,9,0,,0,,9,9,8,9,9,8,9,6,6,9,9,6,6,8,8,2,1,2,3,2,"1,2,3,4,5,9","1,4,10","indecision, wanting to have multiple partners to fulfill different purposes",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,7,9,9,10,10,7,6,8,6,6,7,8,10,8,25,1,,0
3/11/23 6:57,3/11/23 7:07,0,100,612,1,3/11/23 7:07,R_26gxprHpyGRp3nQ,,,,,anonymous,EN,32,1,1,,1,,"3,6",0,2,1,,2,4,5,7,7,6,6,4,6,1,7,1,8,6,5,1,9,0,,0,,6,6,8,8,8,8,9,7,6,9,6,6,6,6,7,2,1,2,2,1,"1,2,3,4,5,6,9,10","1,4,10","I think some people don't want to be ""tied down"" to one person -- or they are seeking a quality their current partner doesn't have.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,9,7,8,8,6,8,8,6,8,8,7,9,10,8,33,1,,0
3/11/23 6:53,3/11/23 7:07,0,100,836,1,3/11/23 7:07,R_CfDY4Mb3vT7KHD3,,,,,anonymous,EN,48,1,1,,1,,6,0,2,1,,6,7,5,5,5,5,5,5,5,5,5,5,5,5,5,5,9,0,,0,,10,9,8,10,10,11,11,10,6,2,9,11,11,7,9,2,1,4,4,3,"1,2,3,4,10","1,2,3,4,10",to play games,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11,11,11,10,6,8,11,8,2,10,11,9,10,10,6,45,1,,0
3/11/23 6:57,3/11/23 7:08,0,100,673,1,3/11/23 7:08,R_2AGCa3dL65ON9Vw,,,,,anonymous,EN,36,1,1,,1,,6,0,2,1,,1,2,6,6,2,5,5,4,5,5,5,5,7,5,5,5,9,0,,0,,8,7,8,7,7,7,6,6,6,9,8,6,7,6,6,2,1,4,5,2,4,1,Boredom,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,8,9,7,10,9,9,8,5,8,7,6,10,10,8,37,1,,0
3/11/23 6:46,3/11/23 7:09,0,100,1361,1,3/11/23 7:09,R_3MbZl2dvfiuVP9p,,,,,anonymous,EN,28,0,1,,0,,6,0,5,1,,7,7,4,6,7,6,7,2,3,4,6,7,6,7,2,3,9,1,,1,,10,10,8,10,9,6,6,8,7,6,11,7,9,10,10,2,2,4,4,3,"1,2,4,9,10","1,2,4,9,10",I think someone would enter into a polyamorous relationship if they feel a strong romantic connection with multiple people. ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,7,10,10,9,9,7,7,10,9,6,7,9,10,7,28,2,,0
3/11/23 7:01,3/11/23 7:09,0,100,502,1,3/11/23 7:09,R_11bF5JPEutLaAwW,,,,,anonymous,EN,46,0,1,,0,,6,0,2,1,,7,7,4,4,4,4,4,4,4,4,4,4,4,9,7,10,9,1,,1,,10,9,8,7,7,7,10,6,5,6,6,7,6,6,6,2,1,4,4,3,"1,2,3,4,5,9,10","1,2,3,4,5,9,10",Not happy with themselves. ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,6,8,6,8,11,6,6,8,8,6,5,8,10,6,45,2,,0
3/11/23 7:04,3/11/23 7:10,0,100,317,1,3/11/23 7:10,R_1FyWPcRMH639otU,,,,,anonymous,EN,38,1,1,,1,,6,0,4,1,,1,1,10,9,8,6,6,1,1,6,8,5,5,5,0,0,9,0,,0,,11,10,8,10,10,10,10,8,6,10,10,9,6,9,9,2,1,4,4,4,"1,10","2,3,4,6",Someone who can't decide on 1 person and who wants to complicate their life more,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,8,8,8,11,10,10,10,8,9,10,10,8,0,8,32,1,,0
3/11/23 6:52,3/11/23 7:10,0,100,1092,1,3/11/23 7:10,R_3hFvXa1fNOKpY2D,,,,,anonymous,EN,44,0,4,Demisexual ,0,,6,0,2,1,,2,2,0,0,0,0,0,0,0,10,10,10,10,10,10,10,9,1,,3, Non-existent. A second partner would be an unpleasant burden to me.,7,6,8,9,8,5,7,6,7,9,7,2,2,6,6,2,1,7,7,5,"2,3,4,5,9,10","1,2,3,4,5,6,9,10",Love more than one person,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,5,11,10,6,9,9,5,6,8,7,2,8,10,6,41,2,,0
3/11/23 7:03,3/11/23 7:10,0,100,459,1,3/11/23 7:10,R_1pWmehhErxpNvri,,,,,anonymous,EN,35,1,1,,1,,6,0,2,1,,2,1,4,6,4,6,1,1,2,6,5,0,6,9,10,10,9,0,,0,,10,9,8,7,7,10,9,8,7,7,7,9,10,7,7,2,4,7,6,5,"1,2,4,10","1,2,3,4,5,6,9,10",To meet physically or emotional needs ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,5,8,8,7,8,6,7,7,7,5,4,6,10,6,35,1,,0
3/11/23 7:01,3/11/23 7:11,0,100,573,1,3/11/23 7:11,R_3R7XhKFAyBFcKPp,,,,,anonymous,EN,56,0,1,,0,,6,0,5,1,,2,2,5,8,8,8,9,5,4,7,1,7,1,1,6,0,9,1,,1,,8,9,8,9,11,7,9,8,6,9,9,9,9,9,9,1,,3,3,2,1,3,,Getting different needs met,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,3,8,9,11,11,10,11,4,4,11,10,9,10,9,56,2,,0
3/11/23 7:01,3/11/23 7:11,0,100,583,1,3/11/23 7:11,R_2c2Cp4u5ORQvK6K,,,,,anonymous,EN,46,1,1,,1,,"2,3",0,1,,,,,2,7,7,10,7,1,2,4,6,6,4,10,1,3,9,0,,0,,1,1,8,8,9,3,3,8,8,1,1,4,10,7,9,2,2,5,3,4,"1,4,10","1,2,4,9,10",Because they've found traditional relationships to be unsatisfying or stifling. ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
3/11/23 7:04,3/11/23 7:11,0,100,429,1,3/11/23 7:11,R_2v1vOnjKG1Mx3pb,,,,,anonymous,EN,45,1,1,,1,,6,0,2,1,,2,4,0,10,10,10,5,0,0,0,10,10,10,5,0,0,9,0,,0,,11,10,8,11,11,11,11,9,8,11,11,8,8,11,11,2,1,4,4,3,"1,2,4,5,10","1,2,4,5,10","Someone who has way too much free time, no kids, and lots of money may want to use those money and time resources to buy love from multiple partners. It's not consistent with human nature beyond young adulthood to seek out multiple committed partners like this, or at least that's what my ecology professors told me.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,8,11,11,10,9,11,11,6,8,11,11,10,10,11,46,1,,0
3/11/23 6:55,3/11/23 7:12,0,100,1046,1,3/11/23 7:12,R_1dBjSBiPihQqEc9,,,,,anonymous,EN,27,0,3,,0,,6,0,2,1,,1,1,5,5,6,5,8,5,5,4,5,5,5,6,3,3,9,1,,0,,5,5,8,8,7,8,9,7,6,5,1,6,5,6,4,2,3,4,3,2,"1,2,3,4,5,9,10","1,2,4,5,9,10","More likely to be able to spend time with one of the partners at any moment, to fulfill needs that one person cannot provide, to be able to freely express love towards more than one person they care for",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,8,8,8,7,7,7,6,4,7,7,6,7,10,8,27,2,,0
3/11/23 6:59,3/11/23 7:12,0,100,815,1,3/11/23 7:12,R_3ptJ795uLYhmqk9,,,,,anonymous,EN,24,1,4,Pansexual,1,,2,0,2,1,,5,2,3,9,9,5,6,3,7,4,7,3,1,5,3,5,9,0,,1,,2,2,8,5,4,4,2,6,6,1,1,6,8,5,4,2,4,3,4,1,"1,3",10,I think sometimes one person cant fulfill all one person needs so they look elsewhere.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,6,7,8,8,6,8,6,3,3,7,4,6,10,5,24,1,,0
3/11/23 7:04,3/11/23 7:13,0,100,531,1,3/11/23 7:13,R_1fZxua6dwpDNnXI,,,,,anonymous,EN,57,0,1,,0,,6,0,5,1,,2,2,1,6,5,6,6,3,3,6,6,6,6,6,4,6,9,1,,1,,8,7,8,6,7,6,7,6,6,7,7,6,7,7,6,2,1,5,5,4,"4,10","1,2,3,4,5,9,10",They do not want just one partner and like variety.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,7,8,8,7,8,8,7,7,6,8,8,8,10,8,56,2,,0
